index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
115,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,auto,2,0.90990991,1,9.900990099
116,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,auto,2,0.918918919,0.875,-4.779411765
117,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,auto,2,0.918918919,0.875,-4.779411765
118,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,auto,2,0.927927928,0.875,-5.703883495
119,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,uniform,auto,2,0.919642857,1,8.737864078
120,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.855855856,1,16.84210526
121,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.81981982,0.875,6.730769231
122,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.873873874,0.875,0.128865979
123,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.810810811,0.5,-38.33333333
124,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.873873874,0.5,-42.78350515
125,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.837837838,0.75,-10.48387097
126,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.846846847,0.875,3.324468085
127,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.855855856,0.875,2.236842105
128,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.81981982,0.625,-23.76373626
129,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.882882883,1,13.26530612
130,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.828828829,0.875,5.570652174
131,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.855855856,0.875,2.236842105
132,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.864864865,0.875,1.171875
133,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.81981982,0.75,-8.516483516
134,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,uniform,auto,2,0.821428571,1,21.73913043
135,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
136,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
137,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
138,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.75,-25
139,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.75,-25
140,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
141,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
142,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
143,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.75,-25
144,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
145,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
146,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
147,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
148,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,0.875,-12.5
149,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,100,distance,auto,2,1,1,0
150,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
151,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.875,-12.5
152,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
153,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.75,-25
154,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.75,-25
155,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.75,-25
156,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.875,-12.5
157,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
158,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.75,-25
159,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
160,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
161,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.875,-12.5
162,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.875,-12.5
163,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,0.875,-12.5
164,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,100,distance,auto,2,1,1,0
165,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,1,0
166,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
167,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
168,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.5,-50
169,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.5,-50
170,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.75,-25
171,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
172,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
173,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.625,-37.5
174,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,1,0
175,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
176,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
177,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.875,-12.5
178,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,0.75,-25
179,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 100, 'kn_class__p': 2, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,100,distance,auto,2,1,1,0
180,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.828828829,0.625,-24.5923913
181,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.792792793,0.875,10.36931818
182,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.837837838,0.875,4.435483871
183,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.828828829,0.625,-24.5923913
184,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.837837838,0.625,-25.40322581
185,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.801801802,0.625,-22.0505618
186,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.81981982,0.75,-8.516483516
187,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.846846847,1,18.08510638
188,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.801801802,0.75,-6.460674157
189,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.855855856,1,16.84210526
190,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.81981982,0.75,-8.516483516
191,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.864864865,0.75,-13.28125
192,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.81981982,0.875,6.730769231
193,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.810810811,0.875,7.916666667
194,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,150,uniform,auto,1,0.848214286,0.857142857,1.052631579
195,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.765765766,0.625,-18.38235294
196,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.657657658,0.875,33.04794521
197,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.774774775,0.75,-3.197674419
198,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.720720721,0.5,-30.625
199,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.765765766,0.625,-18.38235294
200,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.765765766,0.375,-51.02941176
201,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.738738739,0.75,1.524390244
202,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.756756757,0.875,15.625
203,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.738738739,0.625,-15.39634146
204,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.783783784,0.875,11.63793103
205,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.774774775,0.625,-19.33139535
206,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.801801802,0.75,-6.460674157
207,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.765765766,0.875,14.26470588
208,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.720720721,0.625,-13.28125
209,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,150,uniform,auto,1,0.75,0.857142857,14.28571429
210,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.594594595,0.5,-15.90909091
211,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.531531532,0.75,41.10169492
212,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.612612613,0.625,2.022058824
213,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.648648649,0.375,-42.1875
214,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.63963964,0.5,-21.83098592
215,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.576576577,0.375,-34.9609375
216,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 150, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,150,uniform,auto,1,0.648648649,0.75,15.625
